route_id,onestop_id,route_short_name,route_long_name,route_type,route_color,agency_name,agency_onestop_id,feed_version_id,feed_onestop_id
12862222,r-75cj8-835,835,Largo do Correia - Campo Grande (via Estrada da Cachamorra),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865649,r-75cm90-580,580,Largo do Machado - Cosme Velho,3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865023,r-75cj-2338,2338,Campo Grande - Castelo (via Estada do Magarça),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860043,r-75cj-852,852,Campo Grande - Pedra de Guaratiba (via Estrada do Mato Alto) (Circular),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861396,r-75cj-362,362,Honório Gurgel - Praça XV (Rápido),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861278,r-75cmb-913,913,Del Castilho - Fundão (via Cidade Universitária),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12864891,r-75cjc-864,864,Bangu - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860219,r-75cm-324,324,Ribeira - Castelo (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861076,r-75cj-557,557,Rio das Pedras - Copacabana (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865001,r-75cj-611,611,Del Castilho - Curicica (via Linha Amarela),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861106,r-75cnp-956,956,Penha (Iapi) - Invernada (via Penha) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862300,r-75cnn-774,774,Madureira - Jardim América (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867934,r-75cjr-448,448,Maracaí - São Conrado (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860197,r-75cm3-584,584,Cosme Velho - Leblon (via Copacabana) (Circular),3,D8B511,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12860047,r-75cj-2801,2801,Campo Grande - Barra da Tijuca (via Estrada do Magarça),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12862233,r-75cj-312,312,Olaria - Candelária (via São Cristóvão) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12866435,r-75bvx-868,868,Urucânia - Campo Grande,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861299,r-75cj-366,366,Campo Grande - Tiradentes,3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865068,r-75cjv-686,686,Fazenda da Bica - Madureira (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12861381,r-75cq-321,321,Bancários - Castelo (via Linha Vermelha) (Circular),3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12869167,r-75cj-2309,2309,Urucânia - Carioca (via Av. Brasil),3,D62828,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12865824,r-75cj-614,614,Del Castilho - Alvorada,3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12867411,r-75cj-629,629,Irajá - Saens Peña,3,BAD80A,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
12869808,r-75cjm-860,860,Rio das Pedras - Freguesia (Circular),3,607C8C,Fetranspor,o-75cj-fetranspor,886,f-75cj-fetranspor
LIN1,r-sr7f3-1,1,,3,D70005,MTM Mobilita' e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta,1353,f-sr7f3-mtmmobilitaetrasportimolfetta
LIN2,r-sr7f3-2,2,,3,54A3FF,MTM Mobilita' e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta,1353,f-sr7f3-mtmmobilitaetrasportimolfetta
LIN3,r-sr7f3-3,3,,3,68B015,MTM Mobilita' e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta,1353,f-sr7f3-mtmmobilitaetrasportimolfetta
LIN4,r-sr7f3-4,4,,3,FF8236,MTM Mobilita' e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta,1353,f-sr7f3-mtmmobilitaetrasportimolfetta
LIN5,r-sr7f3-5,5,Zona ASI,3,CC03A2,MTM Mobilita' e Trasporti Molfetta,o-sr7f3-mtmmobilitaetrasportimolfetta,1353,f-sr7f3-mtmmobilitaetrasportimolfetta
EPS-Red,r-9xhvy-red,Red,Wonderview Ave - Fall River Road,3,FF0000,Town of Estes Park,o-9xhvw-townofestespark,1374,f-9xhvw-townofestespark
EPS-Blue,r-9xhvx-blue,Blue,Downtown Estes Park - US-34,3,0000FF,Town of Estes Park,o-9xhvw-townofestespark,1374,f-9xhvw-townofestespark
EPS-Silver,r-9xhvxj-silver,Silver,Fairgrounds Park-n-Ride,3,666666,Town of Estes Park,o-9xhvw-townofestespark,1374,f-9xhvw-townofestespark
EPS-Brown,r-9xhvw-brown,Brown,Downtown Estes Park - Mary's Lake Lodge - YMCA - Beaver Meadows Entrance Station,3,663300,Town of Estes Park,o-9xhvw-townofestespark,1374,f-9xhvw-townofestespark
EPS-Gold,r-9xhvww-gold,Gold,Downtown Estes Park - Estes Park Visitor Center - Maxwell Inn,3,FFCC00,Town of Estes Park,o-9xhvw-townofestespark,1374,f-9xhvw-townofestespark
3040,r-djj61-blue,,Blue,3,0034E4,The Hernando Express,o-djj6-hernandobus,1414,f-djj6-thehernandoexpress~fl~us
3279,r-djj3-green,,Green,3,1FA008,The Hernando Express,o-djj6-hernandobus,1414,f-djj6-thehernandoexpress~fl~us
3042,r-djj6-purple,,Purple,3,9D91BA,The Hernando Express,o-djj6-hernandobus,1414,f-djj6-thehernandoexpress~fl~us
3041,r-djj3b-red,,Red,3,BC3126,The Hernando Express,o-djj6-hernandobus,1414,f-djj6-thehernandoexpress~fl~us
Black,r-bex-black,Black,"North Pole, Eielson AFB and Salcha",3,000000,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Blue,r-bewb-blue,Blue,"Johansen Retail Center, UAF, Fred Meyer West, Airport Way, Shoppers Forum Mall, Noel Wien Library",3,00AFEF,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Brown,r-bewby-brown,Brown,"Johansen Retail Center, Hamilton Acres",3,723F3C,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Gold,r-bewb-gold,Gold,Fort Wainwright,3,E5A431,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Green,r-bex0-green,Green,North Pole,3,A8CF45,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Grey,r-bewc-grey,Grey,Farmers Loop,3,848688,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Orange,r-bewbv-orange,Orange,"Van Horn Rd, Hospital, Cheif Andew Issac Health Center, Noel Wien Library, Fred Meyer West",3,DC6433,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Purple,r-bewby-purple,Purple,"South Cushman, Van Horn Rd, Cheif Andrew Issac Health Center, Hospital",3,6E4D8B,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Red,r-bewb-red,Red,"Johansen Retail Center, UAF, Fred Meyer West, Airport Way, Shoppers Forum Mall, Noel Wien Library",3,ED3237,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
Yellow,r-bewbg-yellow,Yellow,"Airport, Fred Meyer West, UAF, University West",3,F4D224,Fairbanks North Star Borough - MACS Transit,o-bew-fairbanksnorthstarborough~macstransit,1424,f-bew-fairbanksnorthstarborough~macstransit
PEAK_NB,r-9rwx-peaknb,PEAKNB,PEAK Bus Route - North Bound,3,00FFFF,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
PEAK_SB,r-9rwx-peaksb,PEAKSB,PEAK Bus Route - South Bound,3,,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-GRN,r-9ry8m-grn,GRN,Green Town Route,3,008000,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-Red,r-9ry8q-red,Red,Red_Elkhorn-River Run,3,FF0000,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-Yellow,r-9ry8q-yellow,Yellow,Gold Route,3,FFFF00,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-BRN,r-9ry8t-brn,BRN,Bronze Route,3,A52A2A,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-BLU,r-9ry8t-blu,BLU,Blue Route,3,0000FF,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
MRTA-PRP,r-9ry8t-prp,PRP,Silver Route,3,778899,Mountain Rides Transportation Authority (MRTA),o-9ry8-mountainridestransportationauthoritymrta,1547,f-9ry8-mountainridestransportationauthoritymrta
2,r-u0fnt-2,2,Ligne 2 - AUBY Bon Air - SIN LE NOBLE Lycée,3,2E9AFE,SMTD,o-u0fn-smtd,1901,f-u0fn-smtd
3,r-u0fn-3,3,Ligne 3 - DOUAI Place de Gaulle - Pecquencourt Sainte Marie,3,A52714,SMTD,o-u0fn-smtd,1901,f-u0fn-smtd
A,,A,Ligne A - DOUAI De Lattre de Tassigny - ANICHE Azincourt,3,FE2E2E,SMTD,o-u0fn-smtd,1901,f-u0fn-smtd
ADR_10,r-src1-10,10,Villla Betti-Pesaro-Novilara,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_107,r-src1-107,107,Urbino-Tavoleto-Morciano-Riccione,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_108,r-srbc-108,108,Mercatino-Sassofeltrio-Montegrimano-Montecerignone,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_10F,r-src1w-10f,10F,10 Pesaro-Gallantara (H),3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_11,r-srbb-11,11,Urbino-Ca La Lagia-Pieve di Cagna,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_1/3,r-src85-1~3,1/3,LINEA 1-3  P.ZZA IV NOVEMBRE - STAZIONE FS - POSATORA,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_1/4,r-src85-1~4,1/4,LINEA 1-4  P.ZZA IV NOVEMBRE - STAZIONE FS - TAVERNELLE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_1/5,r-src85-1~5,1/5,LINEA 1-5  P.ZZA IV NOVEMBRE - P.ZZA CAVOUR - STAZIONE FS - P.ZZA D'ARMI,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_10,r-src85-10,10,LINEA 10  P.ZZA UGO BASSI - CANTIERE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_11,r-src85k-11,11,LINEA 11  P.ZZA CAVOUR - DUOMO - P.ZZA SAN GALLO - P.ZZA CAVOUR,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_12,r-src855-12,12,LINEA 12  STAZIONE - TERMINAL BIGLIETTERIE - ZIPA,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_2,r-src85-2,2,LINEA 2   P.ZZA CAVOUR - GALLERIA - P.ZZA UGO BASSI - PINOCCHIO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_2/6,r-src85-2~6,2/6,LINEA 2-6  P.ZZA CAVOUR - BORGO RODI - STAZIONE FS - P.ZZA UGO BASSI - PINOCCHIO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_21,r-sr9xf-21,21,LINEA 21  ANCONA - GHETTARELLO - SAPPANICO - GALLIGNANO - MONTESICURO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_21/33,r-sr9xf-21~33,21/33,LINEA 21-33 ANCONA - CANDIA - GHETTARELLO - SAPPANICO - MONTESICURO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_22,r-sr9xg-22,22,LINEA 22  ANCONA - PINOCCHIO - STRADA VECCHIA O VARIANTE - BRECCE BIANCHE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_24,r-sr9xg-24,24,LINEA 24  ANCONA - PINOCCHIO - Q3 - BRECCE BIANCHE - BARACCOLA OVEST,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_3,r-src85-3,3,LINEA 3  P.ZZA CAVOUR - GALLERIA - P.ZZA UGO BASSI - POSATORA,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_30,r-src84-30,30,LINEA 30  P.ZZA UGO BASSI - STAZIONE FS - OSPEDALE REGIONALE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_31,r-src84-31,31,LINEA 31  P.ZZA UGO BASSI - POSATORA - OSPEDALE REGIONALE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_33,r-sr9xg-33,33,LINEA 33  ANCONA - CANDIA - BOLIGNANO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_34,r-src853-34,34,LINEA 34  P.ZZA UGO BASSI - VIA FANO - VIA GIGLI - VIA LAMATICCI - P.ZZA UGO BASSI,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_35,r-src84-35,35,LINEA 35  NAVETTA STAZIONE DI TORRETTE - OSPEDALE REGIONALE,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11407C,r-src-11407c,11407C,Da Piacenza a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11526C,r-src-11526c,11526C,Da Ancona a Piacenza,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11528C,r-src-11528c,11528C,Da Ancona a Piacenza,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_110,r-src4-110,110,Riccione-Pesaro Scolastica,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_110S,r-src4-110s,110S,Riccione-Cattolica-Pesaro Scolastica,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_12,r-src1-12,12,Novilara-Pesaro-Villa Betti,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_12F,r-src1w-12f,12F,12 Gallantara (H)-Pesaro,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_13,r-srbc-13,13,Urbino-Schieti-Casinina,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_130,r-src1-130,130,Pesaro-Cattolica-Gradara,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_130F,r-src1-130f,130F,Pesaro-Gsbicce-Cattolica-Gradara,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_130S,r-src1-130s,130S,Pesaro-Gabicce-Cattolica-Gradara Scolastica,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_131,r-src1-131,131,Gradara-Cattolica-Gabicce-Pesaro,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_131F,r-src1-131f,131F,Gradara-Cattolica-Gabicce-Pesaro,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_131S,r-src1-131s,131S,Cattolica-Pesaro(campus),3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_14,r-srbb-14,14,Urbino-Mercatale-Sassocorvaro,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_15,r-srbb-15,15,Urbino-Fermignano-S.Silvestro-Urbania,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_16,r-srbbs-16,16,Urbania-Peglio,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_19,r-src1-19,19,Urbino-Padiglione-Belvedere-Mondaino,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_20,r-src0-20,20,Cagli-Urbino,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_21,r-sr9p-21,21,Pergola-Cagli,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_22,r-sr8z-22,22,Cagli-Gubbio,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_23,r-sr8z-23,23,Acqualagna-Piobbico-Apecchio-Citta di Castello,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_24,r-src0-24,24,Cagli-Calmazzo,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_25,r-src0-25,25,Fano-Calcinelli-Fossombrone-Urbino,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_25F,r-src0-25f,25F,Fano-Calcinelli-Fossombrone,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_25S,r-src0-25s,25S,Pesaro FF.SS-Fano-Fossombrone-Fermignano-Urbino scolastica,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_26,r-src0-26,26,Orciano-Fossombrone,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_27,r-src0-27,27,Fossombrone-S.Lorenzo in Campo,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ADR_28,r-src0-28,28,S.Michele al Fiume-Fossombrone,3,FFFFFF,Adriabus spa,o-src-adriabusspa,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
ATMA_36,r-src84-36,36,LINEA 36  ANCONA - STAZIONE FS - STAZIONE TORRETTE - COLLEMARINO,3,,Soc. Consortile A.T.M.A.,o-sr9-socconsortileatma,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11530C,r-src-11530c,11530C,Da Ancona a Piacenza,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11535D,r-src-11535d,11535D,Da Piacenza a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11536B,r-src-11536b,11536B,Da Ancona a Piacenza,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11539B,r-src-11539b,11539B,Da Bologna Centrale a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11545D,r-src-11545d,11545D,Da Piacenza a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11546C,r-src4-11546c,11546C,Da Pesaro a Piacenza,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11581B,r-src-11581b,11581B,Da Bologna Centrale a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11588,r-src4-11588,11588,Da Pesaro a Bologna Centrale,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11589B,r-src4-11589b,11589B,Da Ravenna a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11599D,r-src4-11599d,11599D,Da Ravenna a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11602B,r-src-11602b,11602B,Da Ancona a Ravenna,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS11606C,r-src-11606c,11606C,Da Ancona a Ravenna,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12000,r-src4-12000,12000,Da Pesaro a Rimini,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12001,r-src2-12001,12001,Da Pesaro a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12002,r-src2-12002,12002,Da Ancona a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12003,r-src2-12003,12003,Da Pesaro a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12004,r-src4-12004,12004,Da Pesaro a Rimini,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12005,r-src-12005,12005,Da Rimini a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12006D,r-sr9-12006d,12006D,Da Pescara Centrale a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12007C,r-src-12007c,12007C,Da Rimini a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12008,r-src2-12008,12008,Da Ancona a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12009B,r-src4-12009b,12009B,Da Rimini a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12010B,r-src2-12010b,12010B,Da Ancona a Pesaro,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12011B,r-src2-12011b,12011B,Da Pesaro a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12012,r-src-12012,12012,Da Ancona a Rimini,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
FS12013B,r-src2-12013b,12013B,Da Pesaro a Ancona,2,,Trenitalia,o-sr-trenitalia,2547,f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp
